Id,saleprice
1902,160318.5961
1903,243417.8436
1904,149121.8244
1905,195150.473
1906,172800.968
1907,222161.1048
1908,132608.9659
1909,143711.0253
1910,136022.1956
1911,205283.967
1912,279110.6063
1913,155677.8875
1914,75848.18321
1915,279744.7741
1916,77479.25257
1917,254417.6529
1918,143768.8914
1919,165354.1266
1920,167827.6458
1921,373050.6981
1922,302905.1811
1923,218635.7828
1924,225519.8629
1925,234993.764
1926,364483.1501
1927,138938.1686
1928,167394.3881
1929,128082.3635
1930,142950.7495
1931,140884.2484
1932,144941.6653
1933,165532.3741
1934,194198.9803
1935,186612.9083
1936,197443.605
1937,187120.6295
1938,176261.6376
1939,264517.2114
1940,214440.995
1941,189612.8853
1942,193950.6101
1943,217535.2031
1944,311628.8251
1945,367958.527
1946,180769.6129
1947,311691.5998
1948,183708.3213
1949,226328.2634
1950,180522.5696
1951,259386.6316
1952,224883.5294
1953,173741.5174
1954,208161.4835
1955,150175.3797
1956,270788.4088
1957,178431.6641
1958,293584.8945
1959,145464.5277
1960,124533.6475
1961,122518.3851
1962,106513.2538
1963,112176.8162
1964,121922.498
1965,150909.3004
1966,151987.6695
1967,288937.2591
1968,450498.9343
1969,391155.3718
1970,426782.5936
1971,424956.865
1972,351900.0126
1973,291375.1711
1974,325394.7261
1975,478340.9908
1976,283936.5176
1977,367285.6608
1978,379721.5367
1979,344823.4338
1980,204034.9637
1981,343811.8521
1982,248882.0064
1983,231658.4854
1984,192356.9887
1985,216297.8866
1986,224058.8376
1987,187474.5134
1988,184965.6388
1989,199177.3571
1990,226637.719
1991,225029.8098
1992,224892.699
1993,178142.9172
1994,238222.7056
1995,197863.6376
1996,268818.1948
1997,315725.8238
1998,363355.1356
1999,270228.4198
2000,299233.8437
2001,288338.2664
2002,247605.5749
2003,254468.4773
2004,273671.0084
2005,242006.4167
2006,230521.6029
2007,246576.8331
2008,210958.9464
2009,196116.2849
2010,201265.0944
2011,149556.8519
2012,179840.5851
2013,185881.014
2014,197755.6239
2015,203337.2624
2016,196854.5002
2017,211487.9744
2018,125678.6462
2019,129520.1693
2020,124476.8533
2021,118008.6708
2022,189962.4004
2023,159315.2143
2024,251761.7174
2025,386142.7832
2026,194283.4097
2027,169650.4943
2028,173165.1404
2029,189837.3462
2030,288442.8858
2031,247081.6453
2032,276797.1197
2033,279184.5117
2034,176543.4383
2035,225697.3613
2036,223693.012
2037,231516.8376
2038,291724.2761
2039,225290.2401
2040,362088.5592
2041,287134.8731
2042,227881.1335
2043,172087.9023
2044,191042.3279
2045,201994.4495
2046,157760.6124
2047,144642.6493
2048,137256.6027
2049,135434.855
2050,181068.0639
2051,108642.8002
2052,136024.5138
2053,148041.7006
2054,84460.40933
2055,145433.4897
2056,134709.0419
2057,131444.2041
2058,189064.7795
2059,147203.8576
2060,156700.8275
2061,174589.7921
2062,136852.7605
2063,109050.0505
2064,136968.4801
2065,131319.0622
2066,169500.9677
2067,148392.8808
2068,134318.8225
2069,91246.61853
2070,106805.6948
2071,89396.15344
2072,133993.447
2073,139961.7343
2074,174034.3515
2075,145246.8768
2076,121961.5296
2077,141049.3422
2078,134450.762
2079,134301.874
2080,119745.9313
2081,132252.3062
2082,135527.4698
2083,146160.7959
2084,110821.0167
2085,137498.9069
2086,136044.3667
2087,121347.8439
2088,120947.2352
2089,90417.37139
2090,128116.4198
2091,116063.306
2092,127484.4219
2093,141502.7828
2094,118850.4261
2095,149762.7962
2096,93934.51508
2097,91807.21023
2098,144057.7289
2099,75713.78658
2100,114600.9804
2101,137465.7851
2102,137219.9412
2103,103287.9097
2104,142955.7493
2105,122546.5283
2106,92218.99479
2107,204275.7777
2108,115131.6947
2109,113945.7978
2110,137369.9678
2111,159073.3906
2112,155024.1475
2113,129750.2576
2114,120405.8146
2115,166186.6684
2116,119472.7781
2117,157437.2856
2118,130544.5035
2119,114187.4297
2120,118955.2023
2121,119855
2122,95775.29728
2123,99715.30019
2124,190350.9254
2125,135778.7062
2126,172239.8535
2127,157951.9249
2128,129981.5623
2129,101798.4133
2130,144622.7484
2131,174048.0602
2132,121837.7096
2133,121775.8677
2134,127777.9761
2135,99851.27102
2136,88300.43077
2137,125680.267
2138,137472.5652
2139,150008.3965
2140,139812.4052
2141,143312.9257
2142,133912.1671
2143,144626.6838
2144,130611.6243
2145,137218.0542
2146,148627.7057
2147,200786.7149
2148,137833.9509
2149,142323.5408
2150,236718.2724
2151,122561.5163
2152,159258.2087
2153,156681.4093
2154,112914.9564
2155,126330.0666
2156,234996.9212
2157,243736.5558
2158,236217.7327
2159,220535.9867
2160,175414.32
2161,256975.9265
2162,373924.8808
2163,321829.3065
2164,252165.152
2165,197301.506
2166,149854.0078
2167,218293.5487
2168,210693.4436
2169,202302.4263
2170,229353.3263
2171,157682.9825
2172,144770.1867
2173,175752.2605
2174,248811.6913
2175,300864.5216
2176,305450.8051
2177,255210.077
2178,231114.2218
2179,145427.2329
2180,256323.8365
2181,196139.0744
2182,233279.5254
2183,202991.7988
2184,141527.6857
2185,121459.1899
2186,153921.9971
2187,148653.4518
2188,146586.7266
2189,199815.332
2190,89279.76848
2191,89279.76848
2192,98496.40888
2193,98285.18677
2194,103044.1187
2195,113675.7812
2196,105523.3846
2197,117724.3268
2198,153236.456
2199,166194.6572
2200,153830.029
2201,153622.0748
2202,202633.7014
2203,174296.5128
2204,199126.5254
2205,138010.9925
2206,149985.7532
2207,229256.5202
2208,246477.401
2209,219158.3401
2210,136620.8122
2211,119557.7968
2212,113215.8952
2213,98333.90917
2214,152911.7748
2215,101577.8248
2216,149791.6945
2217,79915.83168
2218,99300.15469
2219,90014.18193
2220,76215.93922
2221,280490.3761
2222,252727.712
2223,225338.1011
2224,212365.6672
2225,156194.7055
2226,188389.0502
2227,214621.4755
2228,273070.1548
2229,249304.615
2230,172590.2773
2231,213805.6774
2232,196861.1365
2233,187820.2489
2234,271554.2735
2235,213149.8699
2236,297538.1375
2237,338972.278
2238,205925.9135
2239,137886.2835
2240,168608.5171
2241,151952.9277
2242,137157.1906
2243,146216.4829
2244,99052.06357
2245,98221.63387
2246,149693.0765
2247,113162.88
2248,128663.1379
2249,132981.6204
2250,135273.176
2251,129056.1792
2252,177503.2682
2253,170314.4056
2254,190851.2053
2255,206754.3574
2256,186624.4975
2257,213575.3036
2258,177192.4462
2259,186644.3495
2260,165544.2599
2261,209686.6237
2262,235616.7568
2263,340706.9629
2264,427374.0347
2265,184045.0535
2266,278519.8222
2267,356227.4519
2268,374361.2716
2269,173503.5577
2270,186676.6026
2271,228722.3543
2272,209791.3876
2273,174204.5287
2274,181382.833
2275,173655.345
2276,178893.4559
2277,205664.0925
2278,156684.3437
2279,129085.6972
2280,120414.2529
2281,162743.4429
2282,172294.8423
2283,108627.884
2284,115205.9277
2285,152945.7782
2286,134424.1897
2287,339762.1728
2288,274119.0991
2289,382009.2884
2290,424899.3955
2291,318235.3531
2292,392448.8332
2293,476583.7057
2294,396235.1435
2295,442065.2846
2296,290037.2219
2297,310598.4805
2298,303104.5959
2299,422488.9089
2300,326949.9542
2301,279221.6934
2302,250067.0553
2303,274996.375
2304,268513.506
2305,199057.6075
2306,201278.6229
2307,202078.2142
2308,258086.4102
2309,281633.2292
2310,229907.9361
2311,211540.7755
2312,189895.3814
2313,183833.5197
2314,180198.919
2315,185746.4348
2316,198292.4279
2317,185225.6544
2318,185557.1724
2319,183533.1333
2320,188507.9768
2321,256521.0643
2322,182734.5166
2323,180354.241
2324,177471.037
2325,225934.9653
2326,174428.0703
2327,221673.9332
2328,226959.9807
2329,198024.9827
2330,192350.7038
2331,362018.6746
2332,413262.4299
2333,340058.746
2334,275878.1276
2335,267388.5032
2336,335380.8387
2337,212938.7285
2338,281776.5995
2339,248016.1632
2340,342359.8205
2341,236457.1465
2342,256933.5308
2343,236417.4078
2344,251879.9511
2345,241946.9319
2346,221336.9798
2347,204502.2551
2348,242640.691
2349,179799.5596
2350,271872.4348
2351,248666.7704
2352,245380.9965
2353,243439.5633
2354,137404.5747
2355,155176.6733
2356,154987.4607
2357,212400.7997
2358,202220.0068
2359,143913.8567
2360,126577.4547
2361,140491.1464
2362,258651.2875
2363,139658.9456
2364,151125.384
2365,240202.6408
2366,206636.0768
2367,244975.2822
2368,210480.2378
2369,244831.4075
2370,188866.8266
2371,187696.6624
2372,199766.1905
2373,283855.6597
2374,290853.4048
2375,256727.6826
2376,296667.468
2377,364049.0164
2378,151995.7594
2379,216964.123
2380,159469.4123
2381,168528.6297
2382,197423.0678
2383,210555.9305
2384,231971.8313
2385,162184.8777
2386,149370.4722
2387,141471.2746
2388,114843.8515
2389,136617.4161
2390,140720.0919
2391,136911.0938
2392,114889.7887
2393,167118.0345
2394,146128.2426
2395,189085.9107
2396,153937.4265
2397,182616.4255
2398,125048.8753
2399,69171.30012
2400,61491.08329
2401,119912.6135
2402,132523.1338
2403,134069.7659
2404,151334.9824
2405,159739.4196
2406,140114.795
2407,133391.1224
2408,136405.3045
2409,137985.2504
2410,178803.1619
2411,128056.4172
2412,155783.3868
2413,131467.6776
2414,138438.089
2415,129097.4045
2416,132463.1914
2417,128746.9489
2418,128935.9707
2419,131573.7101
2420,132888.9151
2421,154804.3414
2422,113125.646
2423,115452.5565
2424,157145.5372
2425,195304.0215
2426,130284.9505
2427,119069.5605
2428,173756.9123
2429,117186.1292
2430,138425.3944
2431,132840.9703
2432,138854.9471
2433,145798.5709
2434,138919.0447
2435,159909.4474
2436,110767.7613
2437,118875.251
2438,131965.8001
2439,111192.237
2440,123498.7526
2441,120772.6065
2442,110827.5076
2443,116726.334
2444,121738.6118
2445,102145.0672
2446,113913.4164
2447,197375.6981
2448,147877.9679
2449,112892.519
2450,152245.6664
2451,128842.7906
2452,199748.5651
2453,97213.43043
2454,118782.3033
2455,120071.1566
2456,137027.9248
2457,127624.0375
2458,117448.901
2459,107355.8417
2460,137692.5301
2461,114666.3923
2462,136164.3224
2463,118660.1321
2464,165747.246
2465,128050.669
2466,116852.075
2467,145433.5591
2468,104560.1159
2469,107929.4091
2470,190145.7478
2471,185114.9655
2472,184687.7544
2473,121374.646
2474,115522.639
2475,201842.0475
2476,134363.7219
2477,131635.3968
2478,165072.7679
2479,128495.8685
2480,135206.1146
2481,130293.1035
2482,133759.091
2483,123144.5747
2484,128311.588
2485,127118.9038
2486,152489.5987
2487,186315.5304
2488,148086.9689
2489,156245.6049
2490,147683.5762
2491,104914.5961
2492,198658.8627
2493,143473.065
2494,164667.5563
2495,104001.4838
2496,227512.1089
2497,151085.1751
2498,123948.7931
2499,96811.27266
2500,132485.2249
2501,129025.3994
2502,153980.2165
2503,113659.211
2504,193832.3921
2505,225914.9732
2506,257377.2074
2507,290985.2563
2508,257147.2204
2509,231927.6059
2510,239426.226
2511,193144.9992
2512,221690.1302
2513,226327.1607
2514,249490.4558
2515,148467.4317
2516,175327.8736
2517,140438.9265
2518,150154.8211
2519,232922.3272
2520,216509.3986
2521,207202.6499
2522,235810.5012
2523,133851.9615
2524,146938.2531
2525,151277.2121
2526,145308.1418
2527,125646.3791
2528,131172.0413
2529,138066.5987
2530,129555.2846
2531,252064.0494
2532,236839.8822
2533,211440.0443
2534,247142.8726
2535,293860.4751
2536,240346.0111
2537,236868.3585
2538,191876.905
2539,194390.6277
2540,188060.5476
2541,192590.6503
2542,170660.0662
2543,129701.523
2544,129220.7854
2545,124905.228
2546,140688.2457
2547,143186.2441
2548,160438.8037
2549,151098.3308
2550,346761.0282
2551,144771.3596
2552,123854.9274
2553,89279.76848
2554,116908.6835
2555,110640.5286
2556,104607.2043
2557,114159.5659
2558,157114.6277
2559,157668.2674
2560,157315.7895
2561,149560.6619
2562,157631.7266
2563,162247.3063
2564,190309.134
2565,141950.7867
2566,177158.155
2567,149726.0986
2568,205825.8637
2569,202303.8048
2570,135674.9662
2571,193600.5155
2572,191796.5687
2573,229755.8158
2574,297632.4152
2575,124151.8743
2576,129884.3832
2577,112977.3
2578,101545.4396
2579,74270.68221
2580,140740.7597
2581,133208.8441
2582,124631.2222
2583,264077.5458
2584,167231.8093
2585,186826.8153
2586,194416.586
2587,204521.1648
2588,145949.3443
2589,149464.9531
2590,230198.26
2591,217424.5125
2592,233254.2388
2593,258055.1015
2594,190993.1286
2595,225758.5955
2596,339094.8776
2597,199744.778
2598,267514.15
2599,294532.1214
2600,163480.0519
2601,138861.301
2602,94081.16987
2603,93839.29711
2604,86787.86671
2605,94069.50847
2606,144312.9781
2607,177223.7614
2608,190845.8461
2609,156504.6385
2610,115032.7471
2611,153626.0687
2612,156226.8394
2613,129695.2494
2614,129660.7741
2615,152424.576
2616,139543.3889
2617,171283.2878
2618,164484.5838
2619,202038.2458
2620,193090.5133
2621,188011.0391
2622,196000.5886
2623,247917.2749
2624,262722.3059
2625,343610.9689
2626,175561.7244
2627,209271.2816
2628,410690.6429
2629,443485.4865
2630,337204.3636
2631,444303.8714
2632,396726.8262
2633,304688.627
2634,379228.9049
2635,163225.7851
2636,204575.8319
2637,173251.0592
2638,260746.7632
2639,196952.9402
2640,163945.4491
2641,117317.579
2642,179455.7534
2643,112381.7456
2644,135817.3231
2645,106682.1563
2646,105666.8165
2647,111685.2226
2648,145057.3773
2649,148619.0302
2650,150433.327
2651,148878.9583
2652,431263.3171
2653,257182.8206
2654,258194.8935
2655,372723.9139
2656,316002.9363
2657,316391.1477
2658,283196.988
2659,309552.1104
2660,340629.653
2661,339918.6564
2662,354709.2303
2663,308362.3297
2664,274414.6646
2665,314221.4743
2666,281177.5811
2667,179467.1023
2668,189566.9844
2669,184304.5606
2670,271531.1233
2671,190188.104
2672,188670.0347
2673,213675.4049
2674,215395.1575
2675,174590.115
2676,199262.0648
2677,212669.6417
2678,259121.7006
2679,297473.9839
2680,282148.9588
2681,415397.2791
2682,349537.1204
2683,516196.426
2684,300785.667
2685,369470.5521
2686,258317.7171
2687,287225.0145
2688,241228.5798
2689,214322.4264
2690,399405.1937
2691,202375.4758
2692,141213.7746
2693,190174.4458
2694,142439.3532
2695,206110.0628
2696,193721.3326
2697,199149.1797
2698,202208.4909
2699,179001.9452
2700,173767.9806
2701,166173.2623
2702,122825.6146
2703,154618.8386
2704,148509.4179
2705,129766.2838
2706,122648.1128
2707,126004.9618
2708,133218.9454
2709,114406.8823
2710,132488.7588
2711,291555.5367
2712,388858.3546
2713,177781.0618
2714,164734.8959
2715,187297.5854
2716,158922.3447
2717,197340.2564
2718,246661.763
2719,164700.1942
2720,165418.4468
2721,141652.5619
2722,151914.8229
2723,145830.0707
2724,130100.3792
2725,139816.5222
2726,143459.9626
2727,175214.4313
2728,163728.3492
2729,144517.9594
2730,136956.1849
2731,118950.5475
2732,117854.6376
2733,167539.835
2734,144249.9957
2735,132404.9466
2736,144649.5617
2737,131043.5543
2738,134729.865
2739,162994.7304
2740,130593.0408
2741,152622.351
2742,156023.1726
2743,150197.7946
2744,148988.0822
2745,142502.6958
2746,137156.9125
2747,155637.3865
2748,126342.0437
2749,133126.8026
2750,130284.4864
2751,129879.2117
2752,204805.3966
2753,150882.4728
2754,208505.2503
2755,125115.6838
2756,84308.2433
2757,96138.29967
2758,85546.41822
2759,155856.4557
2760,135748.5878
2761,148803.4257
2762,152555.3763
2763,185606.9643
2764,166044.6536
2765,239024.0908
2766,132622.5707
2767,97210.80967
2768,130797.7437
2769,138530.0526
2770,154006.3385
2771,121818.1033
2772,120591.4468
2773,143897.0293
2774,135716.6083
2775,138870.9302
2776,137011.3546
2777,150749.3778
2778,120452.1367
2779,117994.831
2780,115507.454
2781,104056.3103
2782,94460.77501
2783,102804.8795
2784,125430.1085
2785,130991.7714
2786,78970.32384
2787,119654.7924
2788,89863.65636
2789,192802.5204
2790,93174.96774
2791,113105.6462
2792,87383.72006
2793,168458.7118
2794,104686.2161
2795,118449.4378
2796,103417.4723
2797,197302.9404
2798,117316.724
2799,118233.258
2800,82566.50416
2801,118272.1151
2802,139469.6202
2803,165224.0602
2804,150591.2583
2805,99253.92384
2806,109129.328
2807,157322.0281
2808,143308.1987
2809,134434.7245
2810,135629.4614
2811,162701.3401
2812,148091.1239
2813,162319.4158
2814,165254.4816
2815,109463.2349
2816,242016.9814
2817,149753.8439
2818,124262.0958
2819,196895.3804
2820,139680.3663
2821,119406.9494
2822,189311.718
2823,233521.8018
2824,172054.2374
2825,148436.6042
2826,126131.727
2827,149424.3547
2828,219428.3562
2829,203342.491
2830,234387.596
2831,195437.1505
2832,240948.6774
2833,274491.7924
2834,224595.5626
2835,227752.3721
2836,197326.4648
2837,182953.4406
2838,148945.7492
2839,189028.9735
2840,203224.4306
2841,214779.6173
2842,234713.0487
2843,161496.8888
2844,186777.4255
2845,127771.1594
2846,221221.4565
2847,209832.8518
2848,229263.9115
2849,221403.4856
2850,293572.5703
2851,235680.2353
2852,247516.3407
2853,236595.3632
2854,143703.6826
2855,207006.2621
2856,216713.8562
2857,197440.7393
2858,207688.976
2859,130267.1198
2860,125313.581
2861,141771.7112
2862,186763.4291
2863,121925.5252
2864,224825.6608
2865,144966.5755
2866,163443.2291
2867,88767.52004
2868,127052.0413
2869,125661.8973
2870,152184.3707
2871,104239.0221
2872,77909.13582
2873,111142.4668
2874,143054.8515
2875,134829.4393
2876,160061.0479
2877,139034.8662
2878,174715.645
2879,143184.2889
2880,126356.6487
2881,168203.928
2882,177169.0227
2883,195052.84
2884,184719.2558
2885,177407.0976
2886,205784.3432
2887,113396.5675
2888,126240.0117
2889,64051.73225
2890,76957.10991
2891,146660.6621
2892,62528.08307
2893,106147.7136
2894,55335.25946
2895,286217.8286
2896,271324.6386
2897,186091.0842
2898,167130.639
2899,222174.1332
2900,164604.8163
2901,198488.6237
2902,190824.6649
2903,336862.8979
2904,341337.5386
2905,131221.7913
2906,204006.4671
2907,119232.413
2908,129435.6737
2909,153374.6779
2910,83826.85775
2911,94081.16987
2912,157046.4987
2913,94242.46481
2914,84347.48537
2915,84347.48537
2916,93644.98345
2917,164763.9458
2918,123706.7975
2919,223655.0656
